community_name,area,unit_price,room,size,subway,bus,kindergarten,primary-school,hospital,supermarket,park
泾渭·龙泽苑,高陵,7857,3室2厅,129.83平米,,326米,321米,179米,312米,389米,
嘉园蓝湖九郡,高陵,7858,2室2厅,77平米,,310米,154米,420米,143米,89米,
海璟国际商务,未央,7866,2室1厅,62.3平米,983米,471米,1172米,1051米,672米,352米,723米
嘉园蓝湖九郡,高陵,7880,2室2厅,81.6平米,,310米,154米,420米,143米,89米,
嘉园蓝湖九郡,高陵,7886,2室1厅,77.23平米,,310米,154米,420米,143米,89米,
华美小区,长安,7893,2室2厅,101.36平米,1091米,630米,516米,814米,1134米,641米,1233米
紫薇尚层,雁塔,7897,2室1厅,102.58平米,705米,923米,776米,401米,242米,702米,1044米
车城温泉花园,高陵,7913,2室1厅,61.93平米,,672米,270米,205米,318米,202米,1644米
隆基泰和万和郡,高陵,7913,3室2厅,103平米,,187米,1277米,1409米,1640米,856米,
嘉园蓝湖九郡,高陵,7913,3室1厅,111.21平米,,310米,154米,420米,143米,89米,
教师花园,长安,7924,2室1厅,113.34平米,793米,501米,219米,158米,465米,566米,1350米
嘉园蓝湖九郡,高陵,7951,2室2厅,85.53平米,,310米,154米,420米,143米,89米,
西安电扇厂,新城区,7960,2室1厅,57.79平米,412米,963米,858米,519米,827米,695米,752米
北何花园,未央,7979,2室1厅,56.4平米,1065米,498米,488米,311米,632米,879米,
东新街小区,新城区,7980,2室1厅,81.46平米,614米,75米,300米,804米,409米,432米,294米
中心院2府庄小区,未央,7984,3室2厅,127.76平米,710米,249米,584米,625米,294米,185米,281米
群策巷社区,新城区,7993,2室1厅,52.55平米,702米,647米,127米,1035米,696米,773米,749米
嘉园蓝湖九郡,高陵,7993,3室2厅,77.57平米,,310米,154米,420米,143米,89米,
中城大厦,未央,8000,3室2厅,162.52平米,628米,325米,579米,932米,832米,946米,437米
泾渭明珠小区,高陵,8000,1室1厅,25平米,,268米,611米,479米,155米,653米,
爱尚泾渭,高陵,8006,2室1厅,43.72平米,,186米,132米,948米,1118米,1135米,
陕西省建设厅家属院,碑林,8023,2室1厅,80.4平米,350米,901米,595米,442米,691米,1003米,270米
陕送东苑,新城区,8042,3室2厅,116.9平米,841米,74米,264米,640米,458米,274米,294米
西北新闻大厦,雁塔,8048,2室1厅,126.75平米,940米,333米,411米,570米,397米,873米,1757米
向红三村住宅小区,莲湖,8077,2室1厅,58.19平米,409米,486米,438米,184米,315米,403米,445米
鑫园小区(新城区),新城区,8083,2室2厅,117.54平米,516米,772米,186米,501米,396米,762米,391米
碑林区长乐坊街办孟家巷社区,碑林,8088,2室1厅,63.06平米,716米,659米,849米,910米,1115米,548米,621米
凯悦华庭小区,雁塔,8089,1室0厅,13.6平米,1052米,57米,398米,447米,892米,853米,1325米
西安市艺术学校家属院,新城区,8093,3室2厅,154.47平米,656米,1095米,144米,334米,1412米,709米,769米
东新街小区,新城区,8100,2室1厅,55.56平米,614米,75米,300米,804米,409米,432米,294米
博尚希望城,临潼,8100,3室2厅,118.52平米,1598米,133米,124米,716米,892米,128米,603米
教育局材料站家属院,长安,8106,3室2厅,119.67平米,763米,408米,80米,40米,334米,477米,1340米
中山门小区,新城区,8108,2室1厅,54.52平米,832米,402米,127米,885米,458米,787米,180米
山水秦唐,临潼,8110,2室1厅,88.78平米,410米,336米,99米,133米,353米,751米,
新田小区,长安,8124,3室2厅,142.8平米,224米,226米,443米,242米,431米,188米,812米
西北电建四公司,灞桥,8130,2室1厅,57.2平米,608米,607米,607米,641米,435米,571米,512米
大城小院,临潼,8134,2室2厅,104.5平米,1400米,1359米,390米,771米,786米,371米,501米
水岸明珠,高陵,8144,2室1厅,42.98平米,,564米,53米,384米,1638米,613米,1804米
庆华南区,灞桥,8164,2室1厅,63.7平米,455米,275米,337米,272米,292米,214米,1947米
永宁小区56号家属院,碑林,8164,3室2厅,98平米,494米,490米,148米,597米,438米,207米,1831米
大唐新干线,高陵,8166,2室1厅,59.76平米,,763米,989米,1131米,834米,899米,
萨菲尔名邸,雁塔,8169,3室2厅,154.26平米,594米,351米,790米,412米,313米,785米,319米
文化小区,碑林,8170,2室1厅,57.53平米,626米,439米,334米,37米,1041米,1385米,133米
万庆巷住宅小区,碑林,8172,2室1厅,67.31平米,1139米,401米,711米,449米,410米,853米,1075米
群策巷社区,新城区,8176,1室1厅,46.48平米,702米,647米,127米,1035米,696米,773米,
嘉园蓝湖九郡,高陵,8180,2室2厅,99.03平米,,310米,154米,420米,143米,89米,
天伦盛世小区,碑林,8201,1室0厅,68.9平米,223米,828米,660米,306米,802米,720米,1787米
水榭名都,高陵,8207,1室1厅,31.56平米,,402米,152米,695米,776米,691米,
阳光小区沁园社区,雁塔,8234,2室2厅,92.31平米,787米,209米,62米,272米,300米,530米,622米
车城温泉花园,高陵,8236,2室2厅,61.93平米,,672米,270米,205米,318米,202米,1644米
水半湾,高陵,8236,3室2厅,104.43平米,1282米,574米,76米,807米,,751米,1219米
万华园住宅小区,未央,8238,3室2厅,157.82平米,774米,369米,520米,653米,339米,283米,504米
安东街社区陕三建小区,碑林,8251,2室2厅,66.66平米,690米,525米,815米,583米,260米,590米,1902米
海联国际大厦,未央,8267,2室2厅,120.97平米,429米,413米,476米,220米,567米,1093米,540米
草滩中心小区,未央,8272,3室2厅,108.81平米,,181米,,1143米,355米,111米,
保吉巷小区,碑林,8280,2室1厅,55.56平米,707米,791米,617米,277米,627米,820米,594米
嘉园蓝湖九郡,高陵,8290,4室2厅,104.95平米,,310米,154米,420米,143米,1190米,
东新花园（城东）,碑林,8303,2室2厅,93.95平米,375米,347米,843米,252米,463米,622米,88米
陕西警官职业学院家属院,雁塔,8333,2室1厅,74.41平米,709米,1003米,682米,673米,759米,732米,569米
盛龙广场1号地,未央,8338,2室2厅,101.95平米,654米,194米,165米,147米,289米,19米,210米
旭弘同德国际,莲湖,8340,1室0厅,41.01平米,1129米,544米,830米,740米,424米,577米,1173米
水榭花都,高陵,8341,2室2厅,62.35平米,,605米,151米,925米,992米,936米,
唐品A,高陵,8342,2室1厅,51.55平米,,111米,221米,882米,1220米,1136米,1885米
凤城明珠,未央,8355,2室1厅,126.64平米,899米,632米,274米,806米,490米,1288米,477米
长乐苑小区,新城区,8356,1室1厅,38.3平米,406米,388米,837米,665米,138米,935米,386米
嘉园蓝湖九郡,高陵,8357,3室2厅,99.32平米,,310米,154米,420米,143米,89米,
八府庄小区,新城区,8361,2室2厅,66.98平米,838米,404米,445米,862米,1104米,1529米,1014米
旭弘同德国际,莲湖,8364,1室0厅,41.01平米,1129米,544米,830米,740米,424米,577米,1173米
西铁华清住宅小区,新城区,8369,2室1厅,62.14平米,960米,337米,401米,1257米,1142米,1106米,1112米
电力新坊西院,灞桥,8382,2室2厅,87.1平米,891米,508米,1015米,190米,1391米,1005米,781米
林业汽修小区,长安,8415,3室2厅,101.02平米,1880米,446米,415米,514米,1730米,219米,416米
龙江秀水园二期,高陵,8454,3室2厅,97平米,,269米,259米,380米,98米,228米,
嘉园馨苑,高陵,8467,3室1厅,87.4平米,,244米,541米,234米,487米,204米,
北城新天地,高陵,8468,2室2厅,88.57平米,799米,288米,427米,355米,975米,253米,
水榭名都,高陵,8476,2室1厅,45.78平米,,402米,152米,695米,776米,691米,
天正银河湾,高陵,8477,2室2厅,86.12平米,,381米,423米,400米,643米,76米,
电力设计院家属楼,新城区,8480,3室2厅,91.99平米,859米,710米,244米,1077米,278米,1558米,92米
省工商局家属院,碑林,8481,2室2厅,100.23平米,812米,790米,816米,1076米,429米,1058米,1878米
水半湾,高陵,8481,3室2厅,109.66平米,1282米,574米,76米,807米,,751米,1219米
群星莱骊,临潼,8501,2室1厅,84.7平米,261米,443米,123米,1152米,830米,131米,1349米
北城新天地,高陵,8506,2室1厅,49.38平米,799米,288米,427米,355米,975米,253米,
爱尚泾渭,高陵,8513,3室2厅,60.5平米,,186米,132米,948米,1118米,1135米,
群星莱骊,临潼,8516,2室2厅,91.6平米,261米,443米,123米,1152米,830米,131米,1349米
嘉园蓝湖九郡,高陵,8516,3室2厅,107.8平米,,310米,154米,420米,143米,89米,
万科棉花公寓,长安,8521,1室1厅,44.6平米,1443米,259米,206米,677米,367米,406米,1728米
爱尚泾渭,高陵,8522,2室1厅,36.38平米,,186米,132米,948米,1118米,1135米,
景昇园,未央,8570,2室1厅,94.52平米,1147米,329米,450米,673米,909米,977米,977米
颐和盛世,高陵,8570,2室1厅,86.35平米,,1612米,1401米,1717米,1374米,1353米,
简爱十六楼,碑林,8572,1室0厅,43.05平米,580米,567米,196米,405米,723米,598米,391米
秦川社区30街坊,新城区,8588,2室2厅,67.54平米,196米,424米,942米,269米,463米,909米,
爱尚泾渭,高陵,8593,2室2厅,45.97平米,,186米,132米,948米,1118米,1135米,
颐和花园小区,莲湖,8595,3室2厅,123.34平米,841米,807米,658米,699米,616米,1272米,
群星莱骊,临潼,8602,3室2厅,133.11平米,261米,443米,123米,1152米,830米,131米,1349米
绿地国宝21城,西咸新区（西安）,8612,3室2厅,108平米,,379米,798米,,1273米,912米,1823米
西影路小学家属院,雁塔,8615,2室2厅,84.74平米,590米,215米,97米,104米,334米,852米,1998米
华山十七街坊,新城区,8627,2室2厅,76.51平米,655米,520米,485米,381米,208米,1655米,820米
丰盛园,莲湖,8629,3室2厅,117.98平米,540米,440米,301米,421米,507米,369米,
天沁园,长安,8635,2室1厅,56.52平米,1513米,425米,655米,591米,430米,1793米,
八水上筑,未央,8635,2室2厅,101.92平米,479米,463米,529米,185米,621米,1145米,593米
龙首东区,新城区,8639,3室1厅,84.51平米,777米,852米,521米,444米,522米,719米,668米
福安公寓,未央,8654,2室1厅,104平米,782米,616米,1475米,836米,555米,1678米,
第三干休所,碑林,8668,4室1厅,118.84平米,901米,191米,672米,573米,478米,639米,619米
宏府向荣新区,新城区,8672,2室1厅,49.59平米,350米,437米,909米,555米,296米,1326米,366米
西延公司小区,未央,8672,2室1厅,78.42平米,576米,223米,450米,381米,522米,369米,542米
百花园,未央,8689,3室2厅,159.99平米,302米,409米,66米,498米,722米,230米,1288米
陕西省假肢中心家属院,新城区,8690,2室1厅,56.39平米,404米,57米,854米,847米,290米,443米,164米
华清园,灞桥,8700,2室2厅,83.91平米,1235米,297米,362米,232米,779米,210米,1097米
医药公司家属院,碑林,8705,3室2厅,105.69平米,772米,689米,230米,475米,283米,475米,452米
天正银河湾,高陵,8709,2室2厅,86.12平米,,381米,423米,400米,643米,76米,
华清园,灞桥,8712,3室2厅,129.72平米,1235米,297米,362米,232米,779米,210米,1097米
人民南巷6号院,莲湖,8722,2室2厅,83.7平米,876米,300米,499米,489米,814米,220米,975米
居业家园,未央,8725,3室1厅,160.47平米,1213米,188米,424米,541米,796米,1117米,1113米
文景家园,未央,8729,3室2厅,122.58平米,754米,445米,480米,906米,716米,1062米,527米
长庆和兴园,未央,8730,3室2厅,112.26平米,,266米,515米,838米,,302米,
天正银河湾,高陵,8730,2室1厅,71.02平米,,381米,423米,400米,643米,76米,
丰盛园,莲湖,8736,3室2厅,119.63平米,540米,440米,301米,421米,507米,369米,
万年路居民楼,新城区,8747,2室1厅,68.6平米,773米,794米,529米,279米,903米,645米,405米
西安木材厂家属院,新城区,8750,2室1厅,78.75平米,377米,416米,671米,129米,1216米,540米,904米
当代惠尔满堂悦MOMΛ,高陵,8756,3室2厅,114.22平米,1873米,211米,804米,869米,1845米,297米,
窦府巷汽车站家属院,碑林,8767,2室1厅,68.44平米,961米,507米,506米,173米,188米,856米,263米
陕西省电力公司兴庆路社区,碑林,8776,2室1厅,51.28平米,654米,696米,192米,204米,437米,509米,521米
光明小区(未央),未央,8780,3室2厅,127.57平米,565米,562米,587米,681米,385米,720米,1070米
金水大厦,雁塔,8787,1室0厅,53.38平米,1155米,608米,233米,831米,1194米,1007米,330米
海纳家属院,碑林,8799,3室2厅,89.79平米,364米,704米,703米,404米,322米,822米,641米
凯悦华庭小区,雁塔,8800,1室0厅,15.91平米,1052米,57米,398米,447米,892米,552米,1325米
劳动村社区,莲湖,8806,2室1厅,67平米,498米,396米,223米,190米,339米,1275米,365米
法院家属小区,未央,8813,3室2厅,107.8平米,596米,465米,940米,286米,969米,1147米,984米
半岛美居,高陵,8827,3室2厅,96.3平米,,398米,620米,605米,,567米,1698米
城市新苑一期,莲湖,8828,2室2厅,82.13平米,1335米,937米,459米,389米,1107米,1401米,1372米
镜湖居,高陵,8830,3室2厅,92.87平米,,244米,1466米,429米,651米,67米,803米
宏途星城,未央,8834,1室0厅,44.15平米,767米,249米,542米,30米,1192米,592米,1881米
阳光小区沁园社区,雁塔,8839,2室1厅,84.86平米,787米,209米,62米,272米,300米,298米,622米
简爱十六楼,碑林,8842,1室0厅,46.37平米,580米,567米,196米,405米,723米,598米,
智慧新城,长安,8847,1室1厅,56.52平米,226米,294米,648米,436米,381米,374米,515米
长乐苑小区,新城区,8857,2室1厅,45.73平米,406米,388米,837米,665米,138米,935米,386米
建筑小学家属院,新城区,8858,2室2厅,107.03平米,618米,569米,104米,293米,669米,659米,1800米
汇邦上东城,临潼,8872,2室2厅,82.29平米,778米,401米,130米,573米,858米,174米,
怡兰星空,碑林,8876,1室0厅,35.83平米,1117米,306米,596米,1022米,1070米,433米,1636米
边防总队家属院,莲湖,8886,3室2厅,140.68平米,247米,790米,1101米,851米,644米,629米,838米
太华路小区,未央,8889,2室1厅,49.5平米,415米,96米,725米,971米,695米,782米,1422米
芦荡巷小区,碑林,8889,2室1厅,45平米,729米,923米,416米,321米,545米,725米,722米
西彩新苑,碑林,8893,2室1厅,55.1平米,819米,340米,294米,491米,521米,1168米,280米
长庆和兴园,未央,8896,3室2厅,133.78平米,,266米,515米,838米,,302米,
电信局家属院,雁塔,8907,3室1厅,95.44平米,711米,617米,348米,512米,347米,565米,
百货公司家属院,长安,8907,3室2厅,138.1平米,778米,210米,59米,274米,787米,178米,913米
长安北路37号,碑林,8917,3室1厅,93.09平米,244米,337米,893米,1081米,1060米,1157米,1308米
大学东路63号,碑林,8925,2室1厅,64.99平米,1196米,861米,333米,874米,1351米,1326米,295米
青门新区,未央,8932,2室1厅,70.54平米,1335米,561米,752米,937米,955米,895米,662米
世贸大厦,碑林,8933,3室1厅,175.77平米,117米,212米,1014米,1089米,691米,1392米,197米
潘家村小区,莲湖,8933,1室1厅,43.1平米,703米,534米,211米,336米,162米,1090米,399米
云龙大厦,碑林,8935,2室1厅,61.56平米,429米,704米,808米,803米,470米,260米,891米
浐灞半岛A10区,灞桥,13523,2室2厅,90.22平米,812米,303米,600米,1053米,835米,230米,1714米
天伦御城龙脉,雁塔,13524,2室2厅,70.25平米,631米,203米,605米,815米,176米,1196米,1692米
丽景佳苑,长安,13534,2室2厅,88.67平米,820米,303米,73米,1033米,689米,,820米
翠薇园（曲江）,雁塔,13537,3室2厅,127.8平米,1030米,623米,797米,816米,1092米,360米,1778米
宏府麒麟山,雁塔,13539,2室2厅,81.25平米,1349米,137米,675米,261米,1257米,930米,
长庆油田矿区事业部红专路小区,雁塔,13542,2室2厅,81.23平米,622米,198米,296米,734米,530米,1463米,454米
长庆油田矿区事业部红专路小区,雁塔,13542,2室2厅,81.23平米,622米,198米,296米,734米,530米,454米,853米
保利林语溪,灞桥,13543,3室2厅,110.02平米,1537米,94米,453米,1040米,1540米,167米,399米
御笔华庭,莲湖,13544,2室1厅,77.53平米,458米,167米,226米,849米,259米,465米,1331米
榕青无界,雁塔,13548,2室1厅,93.89平米,300米,252米,479米,729米,385米,180米,1360米
中天雅苑,莲湖,13549,2室2厅,81.19平米,498米,443米,388米,836米,733米,564米,346米
福邸铭门,新城区,13558,2室2厅,74.5平米,305米,277米,571米,1165米,765米,1223米,1702米
宝枫佳苑,雁塔,13561,1室1厅,66.37平米,466米,718米,694米,448米,986米,1134米,313米
高科绿水东城三期,灞桥,13562,2室2厅,90.7平米,1821米,528米,528米,198米,1160米,1463米,1739米
旭景碧泽园,雁塔,13562,2室1厅,114.29平米,901米,735米,485米,1358米,430米,302米,231米
锦源汉序,莲湖,13565,1室1厅,50.5平米,933米,354米,184米,150米,270米,1287米,867米
浐灞半岛A4区,未央,13567,2室2厅,89.56平米,1669米,256米,258米,283米,344米,225米,
辰宇世纪城,灞桥,13568,2室2厅,80.93平米,49米,70米,1032米,1173米,867米,222米,532米
旗远锦樾,雁塔,13569,1室0厅,37.44平米,608米,680米,800米,916米,543米,377米,1602米
悦明园,长安,13570,2室1厅,72.22平米,865米,282米,552米,505米,669米,186米,832米
香克林小镇,未央,13576,3室2厅,136.27平米,819米,658米,536米,604米,271米,793米,1530米
旭景新港,莲湖,13582,3室2厅,132.53平米,1176米,954米,676米,367米,179米,134米,134米
天赐苑,莲湖,13584,2室2厅,80.98平米,983米,1187米,841米,624米,148米,1299米,1863米
辰宇世纪城,灞桥,13585,3室2厅,117.78平米,49米,70米,1032米,1173米,867米,,532米
圣合家园二期,长安,13586,2室2厅,88.33平米,554米,414米,107米,157米,826米,448米,341米
华府新桃园,雁塔,13586,3室1厅,103.05平米,906米,505米,500米,497米,550米,848米,485米
九如御,未央,13588,3室2厅,112.6平米,711米,434米,319米,271米,598米,306米,282米
沁水新城,灞桥,13589,2室2厅,93.46平米,875米,370米,674米,1083米,603米,979米,959米
西岸国际花园北苑,未央,13589,3室2厅,89.78平米,349米,631米,149米,615米,818米,326米,
九形道,雁塔,13590,1室0厅,37.53平米,1083米,208米,903米,917米,252米,491米,1913米
浐灞半岛A6区,灞桥,13590,2室2厅,78.59平米,777米,332米,886米,890米,598米,383米,1710米
福邸铭门,新城区,13590,2室1厅,56.66平米,305米,277米,571米,1165米,765米,1223米,1702米
阳光台,未央,13596,2室1厅,80.91平米,1168米,223米,183米,339米,296米,1019米,286米
上城小区,莲湖,13599,1室1厅,38.24平米,785米,332米,311米,398米,576米,278米,1036米
华城泊郡,雁塔,13601,1室0厅,43.38平米,262米,352米,715米,925米,755米,182米,1372米
翠屏湾二期,灞桥,13602,3室1厅,111.02平米,413米,145米,541米,716米,684米,1800米,
隆源国际城,未央,13602,3室2厅,99.99平米,1106米,1065米,607米,817米,1967米,696米,1995米
上东大道,未央,13604,2室2厅,92.62平米,907米,249米,666米,477米,929米,749米,1575米
华府御城,莲湖,13605,3室1厅,95.56平米,975米,470米,822米,982米,1059米,256米,875米
天赐颐府,长安,13605,3室2厅,123.49平米,518米,482米,704米,935米,242米,399米,1322米
紫薇东进,新城区,13605,2室1厅,76.37平米,1287米,667米,184米,165米,698米,1166米,226米
腾业国王镇,灞桥,13606,1室1厅,58.8平米,,336米,396米,667米,1862米,795米,884米
庆安南门小区,莲湖,13607,2室1厅,74.67平米,1247米,602米,955米,694米,742米,680米,428米
天香心苑,未央,13608,3室2厅,113.91平米,340米,355米,275米,677米,465米,388米,581米
浐灞半岛A10区,灞桥,13613,2室1厅,91.83平米,812米,303米,600米,1053米,835米,230米,1714米
摩登主场,碑林,13613,1室1厅,47.75平米,492米,279米,387米,830米,579米,307米,1806米
御锦城原香,灞桥,13617,2室1厅,89.6平米,,1058米,223米,572米,1555米,573米,321米
海璟时代,未央,13624,1室1厅,52.85平米,886米,192米,984米,356米,756米,,1068米
利君花园,未央,13627,3室1厅,112.28平米,642米,300米,239米,693米,687米,94米,1025米
巧克力公寓,雁塔,13632,2室1厅,51.35平米,1020米,657米,367米,425米,561米,239米,74米
谭家花苑,未央,13633,2室2厅,90.96平米,386米,724米,845米,686米,1050米,1191米,1341米
融尚中央住区,雁塔,13633,1室0厅,35.21平米,1191米,305米,690米,1079米,958米,559米,953米
谭家花苑,未央,13633,2室1厅,91.69平米,386米,724米,845米,686米,1050米,1191米,1341米
莲湖生活家,莲湖,13635,2室1厅,77.01平米,817米,254米,740米,153米,1180米,988米,1125米
紫薇臻品,雁塔,13636,1室1厅,40.63平米,800米,892米,195米,701米,352米,892米,1106米
华远君城,未央,13636,2室2厅,93.14平米,1339米,1409米,1074米,43米,1158米,380米,271米
海伦春天,未央,13638,2室2厅,90.19平米,1985米,497米,871米,1042米,734米,483米,1148米
中天雅苑,莲湖,13642,2室1厅,93.1平米,498米,443米,388米,836米,733米,564米,630米
天正幸福里,雁塔,13644,2室1厅,81.36平米,1039米,252米,1332米,144米,1144米,996米,938米
昆明时光一区,未央,13644,2室2厅,91.62平米,316米,804米,542米,912米,282米,667米,1138米
锦园新世纪,未央,13649,3室2厅,146.54平米,1007米,845米,216米,402米,221米,1418米,871米
启航029,雁塔,13649,2室1厅,104.77平米,690米,752米,709米,722米,249米,643米,1221米
林隐天下一期,长安,13654,3室2厅,134.76平米,1432米,497米,400米,1196米,891米,373米,461米
美丽的院子,雁塔,13657,3室2厅,123.75平米,1093米,989米,230米,687米,80米,1039米,
名城雅居,雁塔,13659,3室2厅,96.64平米,588米,757米,662米,311米,122米,398米,765米
上东大道,未央,13667,2室2厅,88.54平米,907米,249米,666米,477米,929米,749米,1575米
春天花园,长安,13672,2室2厅,76.8平米,558米,452米,308米,723米,491米,414米,1454米
悦明园,长安,13678,2室2厅,83.35平米,865米,282米,552米,505米,669米,306米,832米
紫薇锦程,未央,13678,1室1厅,65.8平米,829米,833米,795米,237米,549米,870米,1412米
华府御城,莲湖,13684,2室2厅,78.05平米,975米,470米,822米,982米,1059米,256米,875米
翠屏湾1期,灞桥,13685,2室2厅,87.62平米,365米,218米,559米,786米,612米,540米,
榕青无界,雁塔,13691,2室1厅,56.61平米,300米,252米,479米,729米,385米,180米,1360米
新兴骏景园2期,新城区,13691,3室2厅,116.87平米,757米,805米,443米,639米,890米,373米,727米
华远君城,未央,13694,2室1厅,59.15平米,1339米,1409米,1074米,43米,1158米,271米,1037米
华远君城,未央,13695,1室1厅,65.72平米,1339米,1409米,1074米,43米,1158米,271米,1037米
浐灞新城三期,灞桥,13705,1室1厅,47.43平米,1063米,287米,235米,954米,262米,150米,1660米
天然居一期,雁塔,13705,3室2厅,113.83平米,1022米,788米,488米,342米,536米,369米,210米
和润坊,新城区,13711,3室1厅,67.1平米,1154米,1204米,258米,926米,815米,1185米,491米
沣景国际,未央,13712,2室2厅,82.41平米,150米,43米,219米,562米,204米,269米,
浐灞半岛A6区,灞桥,13713,1室1厅,48.13平米,777米,332米,886米,890米,598米,383米,1710米
荣城名苑,未央,13717,3室1厅,89.67平米,1207米,392米,740米,188米,855米,672米,1869米
御溪书院,碑林,13720,1室0厅,40.09平米,660米,611米,426米,531米,419米,618米,1443米
沁水新城,灞桥,13722,2室1厅,96.93平米,875米,370米,674米,1083米,603米,345米,959米
海棠花园,未央,13723,3室2厅,135.54平米,429米,428米,1017米,543米,511米,587米,781米
天伦盛世小区,碑林,13725,3室2厅,132.61平米,223米,828米,660米,306米,802米,720米,1787米
天赐苑,莲湖,13726,2室2厅,82.33平米,983米,1187米,841米,624米,148米,272米,1863米
中天雅苑,莲湖,13729,2室2厅,77.94平米,498米,443米,388米,836米,733米,346米,630米
利君未来城,未央,13731,2室2厅,80.84平米,1380米,513米,209米,1043米,524米,540米,1429米
天赐苑,莲湖,13733,2室1厅,80.83平米,983米,1187米,841米,624米,148米,272米,1863米
华城国际小区,雁塔,13733,2室2厅,100.49平米,995米,475米,434米,804米,330米,562米,1321米
恒大名都,未央,13736,3室2厅,123.77平米,838米,579米,214米,410米,854米,580米,1515米
曲江澜山,长安,13741,2室1厅,87.33平米,1271米,118米,215米,553米,1364米,277米,1308米
江林新城C区,雁塔,13742,2室1厅,76.41平米,1171米,502米,1080米,1137米,1099米,1054米,396米
御笔华庭,莲湖,13743,2室1厅,78.59平米,458米,167米,226米,849米,259米,515米,1331米
城市皇冠,雁塔,13743,2室1厅,69.13平米,775米,330米,482米,593米,763米,725米,361米
智慧城,长安,13746,2室1厅,100.4平米,700米,296米,503米,498米,522米,447米,1701米
白桦林居小区,未央,13746,2室2厅,90.21平米,508米,566米,287米,617米,391米,413米,1216米
黄金嘉园,雁塔,13748,2室1厅,79.29平米,760米,555米,590米,1005米,588米,160米,1780米
幸福时光,雁塔,13755,2室1厅,81.43平米,1548米,646米,237米,669米,287米,852米,1822米
开远半岛广场,莲湖,13757,1室1厅,47.25平米,186米,542米,388米,647米,537米,1279米,1119米
恒大名都,未央,13762,4室1厅,144.61平米,838米,579米,214米,410米,854米,580米,1515米
东方罗马花园,灞桥,13762,2室1厅,58.06平米,294米,208米,300米,626米,645米,425米,
拿铁城,雁塔,13764,2室1厅,82.1平米,930米,864米,190米,1314米,676米,710米,1013米
陕西省建筑总公司家属院,新城区,13767,3室1厅,80.63平米,604米,167米,866米,759米,515米,714米,775米
紫落澜庭,新城区,13769,3室2厅,113.3平米,168米,1051米,748米,671米,1107米,132米,300米
江林新城B区,雁塔,13774,2室1厅,86.4平米,995米,186米,348米,886米,817米,805米,290米
融尚中央住区,雁塔,13775,1室0厅,35.21平米,1191米,305米,690米,1079米,958米,559米,953米
华远君城,未央,13775,2室1厅,93.65平米,1339米,1409米,1074米,43米,1158米,271米,1037米
和平春天,未央,13776,2室1厅,98平米,636米,304米,626米,444米,937米,429米,1418米
九如御,未央,13776,3室2厅,111.79平米,711米,434米,319米,271米,598米,306米,282米
恒大翡翠华庭,莲湖,13777,1室1厅,50.81平米,1501米,916米,456米,885米,976米,326米,
高新枫尚,雁塔,13780,1室0厅,44.27平米,764米,972米,1384米,567米,668米,697米,1009米
昆明时光二区,未央,13781,2室2厅,89.98平米,134米,983米,668米,940米,531米,788米,1371米
浐灞半岛A6区,灞桥,13785,3室2厅,114.62平米,777米,332米,886米,890米,598米,383米,1710米
泰和御景豪庭,未央,13791,2室2厅,94.27平米,1112米,352米,355米,531米,735米,1285米,1682米
民乐园万达小区,新城区,13791,1室1厅,52.21平米,454米,389米,403米,527米,564米,186米,975米
乐和公馆,雁塔,13799,1室0厅,47.83平米,634米,556米,479米,237米,910米,1133米,379米
御笔华庭,莲湖,13805,1室0厅,37.67平米,458米,167米,226米,849米,259米,515米,1331米
阳光台,未央,13810,1室1厅,54.31平米,1168米,223米,183米,339米,296米,286米,669米
宫园壹号一期,莲湖,13812,3室1厅,123.09平米,121米,203米,223米,276米,556米,90米,143米
鸣元名居,莲湖,13813,1室0厅,41.99平米,264米,1054米,964米,623米,305米,928米,1715米
彩云郡,新城区,13817,2室1厅,86.13平米,487米,423米,552米,921米,1445米,1453米,336米
榕青无界,雁塔,13822,3室2厅,112.87平米,300米,252米,479米,729米,385米,180米,1360米
碧桂园凤凰城·天颂,未央,13827,3室2厅,115平米,159米,552米,937米,1101米,1289米,944米,1317米
龙记帝景湾,新城区,13827,3室2厅,122.23平米,1129米,211米,350米,737米,697米,1292米,799米
海棠花园,未央,13829,2室1厅,87.5平米,429米,428米,1017米,543米,511米,781米,1398米
亿润锦悦汇,莲湖,13829,2室1厅,83.16平米,1539米,657米,278米,1006米,741米,140米,1913米
江林新城A区,雁塔,13830,2室2厅,97.62平米,1133米,171米,123米,1161米,988米,962米,155米
江林新城B区,雁塔,13832,2室1厅,67.24平米,995米,186米,348米,886米,817米,805米,290米
我爱我家,雁塔,13837,3室2厅,126.48平米,703米,391米,503米,285米,780米,539米,1262米
华宇凤凰城,未央,13840,3室2厅,125平米,539米,314米,549米,486米,292米,377米,1807米
天正幸福里,雁塔,13841,2室2厅,85.98平米,1039米,252米,1332米,144米,1144米,938米,500米
黄金嘉园,雁塔,13847,2室2厅,97.5平米,760米,555米,590米,1005米,588米,160米,1780米
蔚蓝花城,莲湖,13847,2室2厅,88.11平米,438米,266米,454米,696米,560米,520米,1500米
沁水新城,灞桥,13848,3室2厅,116.63平米,875米,370米,674米,1083米,603米,345米,959米
春天花园,长安,13854,2室1厅,81.57平米,558米,452米,308米,723米,491米,550米,1454米
家天下,新城区,13855,1室1厅,44.03平米,719米,1037米,539米,338米,90米,240米,
